        36998195 function calls (36797100 primitive calls) in 77.495 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.001    0.000 warnings.py:85(_showwarnmsg)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 {method 'register' of 'select.epoll' objects}
        3    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        9    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        4    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        6    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        2    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 graph_models.py:24(__init__)
        1    0.000    0.000    0.000    0.000 layers.py:180(__init__)
        4    0.000    0.000    0.000    0.000 tmp957xw_0q.py:57(if_false_1)
        1    0.000    0.000    0.000    0.000 losses.py:127(_make_shapes_consistent)
        3    0.000    0.000    0.026    0.009 normalization.py:778(<lambda>)
        7    0.000    0.000    0.000    0.000 distribution_strategy_context.py:270(_get_default_strategy)
        2    0.000    0.000    0.000    0.000 graph_view.py:143(__init__)
        2    0.000    0.000    0.000    0.000 graph_view.py:174(root)
        1    0.000    0.000    0.000    0.000 optimizer.py:772(get_slot_names)
        1    0.000    0.000    0.011    0.011 math_grad.py:340(_UnsortedSegmentSumGrad)
       12    0.000    0.000    0.000    0.000 conversion.py:268(<genexpr>)
        3    0.000    0.000    0.000    0.000 data_structures.py:321(extend)
        1    0.000    0.000    0.000    0.000 file_io.py:505(rename_v2)
        1    0.000    0.000    0.000    0.000 file_io.py:206(__exit__)
        2    0.000    0.000    0.000    0.000 variables.py:2325(_TensorConversionFunction)
        4    0.000    0.000    0.000    0.000 tensor_shape.py:90(dimension_value)
        2    0.000    0.000    0.000    0.000 tensor_shape.py:1090(assert_is_compatible_with)
        1    0.000    0.000    0.000    0.000 errors_impl.py:291(__init__)
        1    0.000    0.000    0.000    0.000 errors_impl.py:542(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal._TF_SetTarget}
        1    0.000    0.000    0.000    0.000 c_api_util.py:35(__del__)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:2282(<lambda>)
        1    0.000    0.000    0.001    0.001 pool.py:634(wait)
        1    0.000    0.000    0.000    0.000 _shell.py:50(_should_use_native_system_methods)
        6    0.000    0.000    0.000    0.000 parsers.py:1274(_validate_usecols_arg)
        6    0.000    0.000    0.000    0.000 common.py:112(_validate_header_arg)
        1    0.000    0.000    0.000    0.000 series.py:730(__array_wrap__)
        1    0.000    0.000    0.000    0.000 managers.py:694(<listcomp>)
        1    0.000    0.000    0.000    0.000 managers.py:1316(_make_na_block)
        1    0.000    0.000    0.000    0.000 managers.py:2015(_preprocess_slice_or_indexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2450(convert_to_index_sliceable)
        7    0.000    0.000    0.000    0.000 nanops.py:180(_get_fill_value)
        2    0.000    0.000    0.000    0.000 ops.py:1447(_align_method_SERIES)
        4    0.000    0.000    0.000    0.000 inference.py:411(is_named_tuple)
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_bool_array}
        6    0.000    0.000    0.000    0.000 parser.py:304(jump)
        3    0.000    0.000    0.000    0.000 parser.py:341(tzoffset)
        2    0.000    0.000    0.000    0.000 text.py:574(<genexpr>)
        1    0.000    0.000    0.000    0.000 pty.py:21(openpty)
        4    0.000    0.000    0.000    0.000 inspect.py:239(isframe)
        1    0.000    0.000    0.000    0.000 subprocess.py:778(__del__)
        4    0.000    0.000    0.000    0.000 threading.py:1120(daemon)
        6    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
        4    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'finditer' of '_sre.SRE_Pattern' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 {built-in method math.log}
       28    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 optimizers.py:51(__init__)
        2    0.000    0.000    0.000    0.000 tmp1sb8kmnn.py:1(create_converted_entity_factory)
        2    0.000    0.000    0.000    0.000 tmpo7l3bg94.py:3(create_converted_entity)
        2    0.000    0.000    0.000    0.000 tmpo7l3bg94.py:1(create_converted_entity_factory)
        4    0.000    0.000    0.000    0.000 tmpr4oh4vsm.py:79(if_false_2)
        3    0.000    0.000    0.000    0.000 normalization.py:774(<lambda>)
        1    0.000    0.000    0.000    0.000 network.py:348(_set_output_names)
        1    0.000    0.000    0.000    0.000 generic_utils.py:578(is_all_none)
        2    0.000    0.000    0.000    0.000 activations.py:300(get)
        1    0.000    0.000    0.000    0.000 backend.py:411(_get_session)
        1    0.000    0.000    2.748    2.748 util.py:1447(save_counter)
        1    0.000    0.000    0.000    0.000 variables.py:2949(trainable_variables)
       24    0.000    0.000    0.000    0.000 control_flow_ops.py:1548(IsWhileContext)
        6    0.000    0.000    0.000    0.000 control_flow_ops.py:1735(<genexpr>)
        4    0.000    0.000    0.000    0.000 resource_variable_ops.py:1575(op)
        2    0.000    0.000    0.005    0.003 array_ops.py:1979(ones_like)
        1    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.Set_TF_Status_from_Status}
        2    0.000    0.000    0.000    0.000 ops.py:5524(get_default_session)
        1    0.000    0.000    0.000    0.000 ops.py:5806(inside_function)
       12    0.000    0.000    0.000    0.000 device_spec.py:31(_as_str_or_none)
       18    0.000    0.000    0.000    0.000 device_spec.py:35(_as_int_or_none)
        3    0.000    0.000    0.000    0.000 device_spec.py:281(_string_to_components)
        2    0.000    0.000    0.000    0.000 ops.py:1782(_device_string)
       12    0.000    0.000    0.000    0.000 text_encoding.py:80(<lambda>)
        7    0.000    0.000    0.000    0.000 parsers.py:1162(_create_index)
        1    0.000    0.000    0.000    0.000 concat.py:531(_concat_indexes)
        6    0.000    0.000    0.000    0.000 managers.py:1513(index)
       12    0.000    0.000    0.000    0.000 managers.py:1578(_consolidate_inplace)
       13    0.000    0.000    0.000    0.000 managers.py:1814(<lambda>)
        1    0.000    0.000    0.001    0.001 indexing.py:2184(_get_list_axis)
        4    0.000    0.000    0.000    0.000 blocks.py:146(is_categorical_astype)
        9    0.000    0.000    0.000    0.000 numeric.py:193(inferred_type)
        2    0.000    0.000    0.000    0.000 base.py:1729(inferred_type)
        1    0.000    0.000    0.000    0.000 base.py:2595(_convert_can_do_setop)
       12    0.000    0.000    0.000    0.000 _validators.py:271(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:457(is_platform_windows)
        1    0.000    0.000    0.001    0.001 _message.py:56(_read_stdin_message)
        6    0.000    0.000    0.000    0.000 parser.py:307(weekday)
        2    0.000    0.000    0.000    0.000 queue.py:206(_put)
        3    0.000    0.000    0.000    0.000 locale.py:583(setlocale)
        4    0.000    0.000    0.000    0.000 inspect.py:229(istraceback)
        4    0.000    0.000    0.000    0.000 inspect.py:253(iscode)
        4    0.000    0.000    0.000    0.000 _compression.py:36(readable)
        4    0.000    0.000    0.000    0.000 _compression.py:150(tell)
        1    0.000    0.000    0.000    0.000 string.py:287(parse)
        4    0.000    0.000    0.000    0.000 threading.py:1136(daemon)
        4    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 keras_model.py:235(<listcomp>)
        1    0.000    0.000    0.000    0.000 keras_model.py:960(__init__)
        2    0.000    0.000    0.000    0.000 backend_config.py:60(floatx)
        4    0.000    0.000    0.000    0.000 optimizer.py:849(<lambda>)
        4    0.000    0.000    0.000    0.000 inspect_utils.py:213(_get_unbound_function)
        1    0.000    0.000    0.000    0.000 data_structures.py:61(__init__)
        6    0.000    0.000    0.000    0.000 data_structures.py:361(__len__)
        1    0.000    0.000    0.000    0.000 checkpoint_management.py:618(_sweep)
        1    0.000    0.000    0.000    0.000 session.py:785(as_default)
        1    0.000    0.000    0.000    0.000 file_io.py:248(file_exists)
        2    0.000    0.000    0.000    0.000 variables.py:1842(_ref)
        1    0.000    0.000    0.000    0.000 variables.py:2362(dtype)
        1    0.000    0.000    0.001    0.001 math_ops.py:1021(truediv)
        4    0.000    0.000    0.000    0.000 op_def_library.py:655(<genexpr>)
        1    0.000    0.000    0.000    0.000 text_format.py:114(close)
        2    0.000    0.000    0.000    0.000 tensor_util.py:311(_FilterBool)
        5    0.000    0.000    0.000    0.000 tensor_shape.py:255(assert_is_compatible_with)
        2    0.000    0.000    0.000    0.000 tensor_shape.py:828(__bool__)
        1    0.000    0.000    0.000    0.000 ops.py:6345(get_collection_ref)
        2    0.000    0.000    0.000    0.000 context.py:705(rewriter_bool)
        1    0.000    0.000    0.000    0.000 context.py:949(<listcomp>)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:921(<lambda>)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow_internal.py:2292(Close)
        1    0.000    0.000    0.000    0.000 pool.py:627(ready)
        1    0.000    0.000    0.000    0.000 datasets.py:767(iterbatches)
        4    0.000    0.000    0.000    0.000 gzip.py:349(seekable)
        1    0.000    0.000    0.000    0.000 range.py:180(_int64index)
        2    0.000    0.000    0.000    0.000 base.py:1669(is_boolean)
        2    0.000    0.000    0.000    0.000 base.py:1672(is_integer)
        1    0.000    0.000    0.000    0.000 common.py:199(count_not_none)
        4    0.000    0.000    0.000    0.000 generic.py:80(__instancecheck__)
        7    0.000    0.000    0.000    0.000 function.py:40(__call__)
        9    0.000    0.000    0.000    0.000 parser.py:315(month)
        7    0.000    0.000    0.000    0.000 util.py:48(debug)
        3    0.000    0.000    0.000    0.000 queue.py:199(_init)
        1    0.000    0.000    0.000    0.000 subprocess.py:203(_cleanup)
        1    0.000    0.000    0.000    0.000 subprocess.py:1174(_get_handles)
        6    0.000    0.000    0.000    0.000 threading.py:248(_release_save)
        2    0.000    0.000    0.000    0.000 posixpath.py:476(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        3    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 {built-in method posix.WEXITSTATUS}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 tmp1sb8kmnn.py:44(if_false_1)
        2    0.000    0.000    0.000    0.000 tmpo7l3bg94.py:23(if_false)
        1    0.000    0.000    0.000    0.000 keras_model.py:221(<listcomp>)
        3    0.000    0.000    0.000    0.000 normalization.py:711(<lambda>)
        3    0.000    0.000    0.000    0.000 normalization.py:779(<lambda>)
        2    0.000    0.000    0.000    0.000 network.py:268(<genexpr>)
        1    0.000    0.000    0.000    0.000 network.py:849(<listcomp>)
        1    0.000    0.000    0.000    0.000 tf_utils.py:377(assert_no_legacy_layers)
        2    0.000    0.000    0.000    0.000 activations.py:271(linear)
        4    0.000    0.000    0.000    0.000 optimizer.py:1240(_call_if_callable)
        1    0.000    0.000    0.019    0.019 math_grad.py:346(_UnsortedSegmentMaxGrad)
       10    0.000    0.000    0.000    0.000 data_structures.py:421(_make_storage)
        2    0.000    0.000    0.000    0.000 gradients_util.py:153(<genexpr>)
        1    0.000    0.000    0.000    0.000 gradients_util.py:351(<genexpr>)
        1    0.000    0.000    0.000    0.000 gradients_util.py:615(<listcomp>)
        4    0.000    0.000    0.000    0.000 gradients_util.py:915(<lambda>)
        4    0.000    0.000    0.000    0.000 gradients_util.py:925(DeviceKey)
        1    0.000    0.000    0.000    0.000 checkpoint_management.py:592(latest_checkpoint)
        1    0.000    0.000    0.000    0.000 checkpoint_management.py:648(_prefix)
       11    0.000    0.000    0.000    0.000 session.py:376(unique_fetches)
        1    0.000    0.000    0.000    0.000 file_io.py:426(recursive_create_dir)
        1    0.000    0.000    0.000    0.000 file_io.py:489(rename)
        2    0.000    0.000    0.000    0.000 control_flow_ops.py:3648(device_key)
        1    0.000    0.000    0.000    0.000 variables.py:56(_make_getter)
